"scenario_id","residual_loss"
"sha256:ff2d3-r2j-00396","29950.351067290932"
"sha256:ff2d3-r2j-00397","69553.596531222"
"sha256:ff2d3-r2j-00398","31668.52045838724"
"sha256:ff2d3-r2j-00399","29950.351067290932"
"sha256:ff2d3-r2j-00400","39536.57811200052"
"sha256:ff2d3-r2j-00401","53063.53664931284"
"sha256:ff2d3-r2j-00402","29950.351067290932"
"sha256:ff2d3-r2j-00403","29950.351067290932"
"sha256:ff2d3-r2j-00404","-13998.046237331146"
"sha256:ff2d3-r2j-00405","2809.2447047815876"
"sha256:ff2d3-r2j-00406","30883.432288871438"
"sha256:ff2d3-r2j-00407","29950.351067290932"
"sha256:ff2d3-r2j-00408","4378.577560325102"
"sha256:ff2d3-r2j-00409","-693.6094808385242"
"sha256:ff2d3-r2j-00410","81892.0811527308"
"sha256:ff2d3-r2j-00411","28626.236745260103"
"sha256:ff2d3-r2j-00412","44097.51521103158"
"sha256:ff2d3-r2j-00413","29950.351067290932"
"sha256:ff2d3-r2j-00414","30387.86668709627"
"sha256:ff2d3-r2j-00415","13148.397354969267"
"sha256:ff2d3-r2j-00416","28669.236105102595"
"sha256:ff2d3-r2j-00417","29950.351067290932"
"sha256:ff2d3-r2j-00418","11602.02416076303"
"sha256:ff2d3-r2j-00419","29950.351067290932"
"sha256:ff2d3-r2j-00420","20013.49524218393"
"sha256:ff2d3-r2j-00421","20968.266948446137"
"sha256:ff2d3-r2j-00422","-4802.7782590489805"
"sha256:ff2d3-r2j-00423","29137.97499929815"
"sha256:ff2d3-r2j-00424","27505.144518090874"
"sha256:ff2d3-r2j-00425","22296.46064723764"
"sha256:ff2d3-r2j-00426","49995.058993526705"
"sha256:ff2d3-r2j-00427","29950.351067290932"
"sha256:ff2d3-r2j-00428","28211.52412113901"
"sha256:ff2d3-r2j-00429","29950.351067290932"
"sha256:ff2d3-r2j-00430","34622.421623995455"
"sha256:ff2d3-r2j-00431","6553.384660763026"
"sha256:ff2d3-r2j-00432","20423.815877218105"
"sha256:ff2d3-r2j-00433","29950.351067290932"
"sha256:ff2d3-r2j-00434","43496.11622226015"
"sha256:ff2d3-r2j-00435","29950.351067290932"
"sha256:ff2d3-r2j-00436","18444.000320015963"
"sha256:ff2d3-r2j-00437","71556.56904552865"
"sha256:ff2d3-r2j-00438","29950.351067290932"
"sha256:ff2d3-r2j-00439","29950.351067290932"
"sha256:ff2d3-r2j-00440","22161.719545797212"
"sha256:ff2d3-r2j-00441","60883.35075363412"
"sha256:ff2d3-r2j-00442","36149.21297289682"
"sha256:ff2d3-r2j-00443","22845.216578194675"
"sha256:ff2d3-r2j-00444","29950.351067290932"
"sha256:ff2d3-r2j-00445","24992.37354246927"
"sha256:ff2d3-r2j-00446","46979.412463600784"
"sha256:ff2d3-r2j-00447","40312.79948012339"
"sha256:ff2d3-r2j-00448","35851.89867367807"
"sha256:ff2d3-r2j-00449","16600.624809200533"
"sha256:ff2d3-r2j-00450","30796.191831336648"
"sha256:ff2d3-r2j-00451","15293.541747945645"
"sha256:ff2d3-r2j-00452","21813.964712716155"
"sha256:ff2d3-r2j-00453","29950.351067290932"
"sha256:ff2d3-r2j-00454","18705.185124654632"
"sha256:ff2d3-r2j-00455","34978.0366853333"
"sha256:ff2d3-r2j-00456","8142.914024434904"
"sha256:ff2d3-r2j-00457","29950.351067290932"
"sha256:ff2d3-r2j-00458","21848.332986165857"
"sha256:ff2d3-r2j-00459","29950.351067290932"
"sha256:ff2d3-r2j-00460","55867.123928771645"
"sha256:ff2d3-r2j-00461","60306.95770851694"
